Unnamed: 0,latitude,longitude,t_winter,t_spring,t_summer,t_fall,p_winter,p_spring,p_summer,p_fall,carb,veg
2236,41.9375,236.6875,0.9287838,7.6362643,17.071938,9.052206,7.88988,3.5238407,0.72520363,2.9120102,109.5070979106803,2.0
695,35.4375,243.6875,7.5491858,17.179228,28.693644,18.422123,0.5361975,0.21477091,0.3148602,0.3397403,0.2447343475993682,1.0
1433,38.5625,237.8125,8.5059,14.728856,23.39817,17.17758,4.7227316,1.6465796,0.12654766,0.9586127,13.28880229108441,1.0
2246,41.9375,237.9375,0.15591191,7.3091345,17.128546,8.823758,1.7591946,0.9652361,0.5213181,0.81958467,17.844661958070837,1.0
2194,41.6875,239.5625,0.3531018,8.159718,18.858316,9.913084,2.0740306,1.5900097,0.7359477,0.9035146,2.7638307983076453,1.0
1087,36.9375,238.9375,7.969306,15.010767,23.072855,17.025467,1.4010904,0.54224867,0.038348194,0.46083704,2.597290228349524,1.0
432,34.6875,244.3125,11.3267765,19.520582,30.756895,21.433735,0.44969758,0.20332003,0.35048452,0.32229656,0.28182745627013,1.0
1914,40.6875,237.4375,6.2175055,13.095497,23.886385,15.706347,8.196518,3.6628408,0.4341184,2.5248141,36.20038656186331,1.0
606,35.1875,243.1875,8.1101055,16.903704,27.99492,18.32356,0.637159,0.24592493,0.32921243,0.34115285,0.2483381713094527,1.0
1588,39.3125,239.3125,4.618839,9.082848,19.789816,13.176568,9.911807,4.8253555,0.48079994,2.890641,86.88694398052235,2.0
8,32.6875,243.8125,8.965399,12.873932,21.56018,16.317379,1.4685712,0.6418696,0.33382934,0.59053105,9.817546998114748,1.0
1226,37.4375,241.6875,3.4237614,11.357475,22.23918,12.879258,0.7776424,0.43681327,0.36161795,0.36697444,0.7493743541447542,1.0
1200,37.3125,242.1875,2.851104,11.849552,23.120684,12.985416,0.471645,0.29543185,0.26503846,0.22350886,0.3004396701039138,1.0
1600,39.4375,237.0625,5.4523907,10.899933,19.797962,13.317633,6.665386,2.9057858,0.22755916,1.7018218,52.9546643385386,2.0
1008,36.5625,241.1875,3.8424656,9.630132,20.587332,13.096336,5.3529263,2.6853743,0.17982289,1.4730103,67.93417922580942,2.0
679,35.4375,241.6875,1.8071835,8.555808,19.137352,10.91338,2.2944102,0.656379,0.18046297,0.67525697,22.962531351409652,1.0
761,35.6875,241.5625,8.21009,14.393147,24.87599,17.087648,2.2751055,0.76493376,0.062938415,0.6057795,5.8480142384232,1.0
926,36.1875,243.3125,6.286934,15.305813,26.825247,16.702345,0.55666304,0.21867274,0.1286713,0.3956581,0.3045458285404823,1.0
1326,37.9375,240.9375,0.024547476,7.612131,18.29617,10.085987,1.5571657,0.6607241,0.35979643,0.62385696,2.3234654863144604,1.0
47,33.0625,243.1875,11.314837,14.616764,22.467512,18.278004,2.211893,1.2083945,0.1231433,0.7545227,3.1971898523918503,1.0
1996,40.9375,239.4375,-0.62883276,7.0314646,17.404549,8.756199,1.2467916,0.90007156,0.5451762,0.6501272,6.4984678674963385,1.0
1551,39.1875,236.9375,6.181737,11.476106,19.955206,13.746624,7.0323777,3.163126,0.16737151,1.7842929,33.680816962650724,1.0
441,34.6875,245.4375,12.210825,21.837402,33.653156,23.111177,0.5406962,0.23921442,0.3325193,0.45347384,0.2514555794502122,1.0
2028,41.0625,239.4375,-1.2264392,6.0785236,16.458275,8.070876,1.8608176,1.5303851,0.7805258,0.98763204,8.545181290438864,1.0
1459,38.6875,237.8125,7.6526775,13.967517,22.799936,16.361675,5.5289736,1.9316363,0.12467249,1.1821121,10.897032063187025,1.0
2214,41.8125,238.0625,0.3305492,7.378175,17.009607,8.795508,1.6793453,1.018863,0.56588596,0.7590424,8.76780817402917,1.0
1718,39.9375,238.5625,2.1997323,8.254311,18.221645,10.962771,8.850161,4.0678444,0.4769202,2.8307438,77.7864620172782,2.0
1493,38.8125,239.5625,4.2344184,9.32976,19.9388,13.02054,7.241127,3.577521,0.50714713,2.4331155,52.30594503333141,2.0
1745,40.0625,237.9375,9.651671,16.74316,26.76902,18.886856,3.4389155,1.5353591,0.18899366,0.96444225,9.739462655596393,1.0
1779,40.1875,237.9375,8.958059,15.892215,26.193466,18.170973,3.7537856,1.8882818,0.27343315,1.2252898,14.257139057862728,1.0
1150,37.1875,238.5625,8.441753,13.195306,21.100718,16.19543,3.0667598,1.108046,0.063153416,0.81157196,12.272039540179724,1.0
1709,39.9375,237.3125,2.0332668,8.967724,18.807842,11.03487,6.080269,2.8568974,0.4436513,1.6784089,40.41969066774546,2.0
1104,36.9375,242.0625,3.3178332,11.869752,22.931246,13.336839,0.8512331,0.24753225,0.16152371,0.2680385,1.7355906503167071,1.0
244,34.1875,243.1875,0.34703165,5.5123606,15.24973,8.431582,3.8022518,1.397637,0.47269106,1.1478889,29.106601707411027,1.0
885,36.0625,242.5625,3.515637,12.492608,23.891483,14.102455,0.8328665,0.35742038,0.27998573,0.37381297,0.8141818870181169,1.0
1123,37.0625,240.3125,9.092858,15.914073,26.193747,18.650755,2.434678,1.2450309,0.07993603,0.80256283,12.371248567825152,1.0
1780,40.1875,238.0625,8.027642,14.273504,24.518711,16.887928,5.0003877,2.558229,0.36095393,1.7120016,13.500048120089424,1.0
1548,39.1875,236.5625,8.48458,12.936351,20.140638,15.163787,7.296936,2.8611166,0.19007987,1.8008223,113.88773961160784,2.0
794,35.8125,239.8125,7.512001,14.694172,23.850008,16.601923,1.3373674,0.72611415,0.032025725,0.29517126,4.319551676719833,1.0
2175,41.6875,237.1875,0.58913666,8.076403,18.239338,9.374428,3.8371801,1.3518978,0.46345216,1.3394089,38.055194993907286,1.0
1792,40.1875,239.5625,-0.6729422,7.3222256,17.465809,8.742342,3.0466886,1.233654,0.5046796,1.0353352,17.937087775419055,1.0
1431,38.5625,237.5625,9.580874,14.474315,22.640623,17.340977,5.79494,2.1177588,0.10403961,1.4856668,31.98192516895731,2.0
1820,40.3125,238.6875,-0.055688687,6.6734114,16.73671,9.081383,5.326521,2.6733148,0.5361395,1.6592017,75.4781389567253,2.0
1952,40.8125,238.0625,4.953029,11.832933,21.760662,13.861792,7.3901563,3.995402,0.60607386,2.6935701,49.44746035446111,2.0
2083,41.3125,238.0625,1.8182098,8.25413,18.14645,10.25051,7.5896735,3.3308008,0.5640051,2.218859,88.12196410106134,2.0
1925,40.6875,238.8125,-1.1786054,5.39076,15.322927,7.6051292,3.0052154,1.5895197,0.48861253,0.87827003,26.166964396729178,2.0
1291,37.8125,239.9375,6.807714,12.22573,22.410006,15.324711,5.308263,2.6023018,0.1395544,1.4540219,36.51889357905623,1.0
1045,36.6875,242.1875,8.8568125,17.510029,28.637192,19.0615,0.68145776,0.16819367,0.10077305,0.19310874,0.503718271293058,1.0
286,34.3125,243.5625,9.084872,16.20159,26.467339,18.1597,0.83273566,0.28000826,0.18100083,0.43435878,0.2731258847581045,1.0
627,35.3125,239.8125,8.010279,11.060318,15.79407,13.656845,3.3382897,1.2050663,0.059052195,0.8492522,15.133358659173313,1.0
945,36.3125,241.3125,-1.626244,4.944694,15.492628,7.7498655,5.9164653,2.6734607,0.2543252,1.4307665,82.95961176127328,2.0
590,35.1875,240.5625,9.711134,17.568012,27.27347,19.306942,0.84129506,0.43376762,0.033405233,0.33700415,1.1976837182286697,1.0
50,33.0625,243.5625,9.684878,14.601483,24.410116,17.891111,1.2775431,0.52356243,0.3263981,0.52176833,5.686402432025128,1.0
1694,39.8125,239.4375,-0.14907327,6.6651316,16.268547,8.810718,4.6541457,2.1354876,0.4451732,1.5358758,55.71568877258302,2.0
471,34.8125,243.0625,8.76425,17.206373,28.044847,18.663471,0.7335404,0.25133973,0.29994282,0.3895379,0.2219472818815997,1.0
1086,36.9375,238.8125,6.206095,12.5217705,19.825512,14.6511,2.1350422,0.7535682,0.036266156,0.64730847,14.234006150105497,1.0
1862,40.4375,239.5625,0.8687484,9.368509,19.857563,10.554055,1.5497335,0.63695407,0.42374474,0.53334004,3.138296085320576,1.0
242,34.1875,242.9375,5.547018,10.464832,19.999886,13.726282,4.156211,1.8760096,0.21872863,1.2741016,21.2757610157092,1.0
1503,38.9375,236.8125,7.270878,12.646733,20.60138,14.883804,6.965263,2.708932,0.15761104,1.5966998,39.71954339103995,1.0
659,35.3125,244.3125,6.751833,15.265627,27.00466,17.193726,0.74707586,0.37654683,0.46834204,0.49961773,0.4199816403501991,1.0
141,33.6875,243.0625,11.141016,15.89611,24.997694,19.127745,1.9227433,0.91972494,0.18289185,0.7342751,9.473247114365297,1.0
1518,38.9375,239.4375,4.7150955,9.88594,20.63542,13.5256195,8.749918,4.4857388,0.43622884,2.3960824,68.75178797795122,1.0
1352,38.0625,241.3125,-1.7728584,5.789922,16.618828,7.938647,1.5554758,0.7989901,0.5242642,0.6571791,3.634074719287917,1.0
1892,40.5625,238.9375,-1.4464755,5.52042,15.893841,7.801949,4.6117764,2.0614295,0.4707728,1.1789621,47.92943133321264,2.0
413,34.6875,241.9375,8.691471,16.15249,26.842546,18.1705,1.017309,0.3347248,0.06357314,0.3340279,0.3003450869637217,1.0
1414,38.4375,239.5625,5.1278687,10.924844,20.806805,14.055349,7.120577,3.6012342,0.3585571,2.240729,85.8634603829551,2.0
1972,40.9375,236.4375,4.696611,10.845935,19.67858,12.56284,7.0402193,2.9411132,0.37639803,2.040433,116.74133486464076,2.0
297,34.3125,244.9375,14.012948,23.235672,34.523693,24.717424,0.2992564,0.1173863,0.19297907,0.259128,0.357920690978679,1.0
1298,37.8125,240.8125,-7.449064,-0.0977643,10.431105,2.3775024,4.216094,1.9800634,0.8524755,1.7304311,12.869390987770496,1.0
274,34.3125,242.0625,7.2365646,11.597822,20.832676,15.211012,4.933451,1.8951749,0.10139852,1.2878329,23.995047108155152,1.0
398,34.6875,239.8125,11.216687,13.850315,18.39844,16.711903,2.9313755,1.2259,0.02949268,0.72626424,9.118584481392167,1.0
1878,40.5625,237.1875,1.9186292,8.794738,19.004488,10.846598,4.8255615,2.9214525,0.48855108,1.7067614,74.24426318810109,2.0
1824,40.3125,239.1875,-1.9112166,5.966541,16.286606,7.585092,5.296746,2.246444,0.49984235,1.3587496,65.78539238548119,2.0
1515,38.9375,239.0625,8.857413,14.534028,24.873472,17.851793,5.8066363,2.8646698,0.2144366,1.7144321,41.06465921289944,2.0
1067,36.8125,241.0625,4.581218,8.996431,19.800636,13.124029,5.9934187,2.945191,0.2534772,1.952935,66.98291322227581,1.0
1440,38.5625,239.4375,5.4873567,11.276325,21.291237,14.392739,6.960824,3.608445,0.37042463,2.1720464,87.96385689267218,2.0
1084,36.9375,238.4375,9.945915,14.425779,19.76901,16.61746,2.8419437,1.1651186,0.040240902,0.8079553,13.371919761237566,1.0
1913,40.6875,237.3125,4.2910123,11.195874,21.563211,13.378354,6.5025263,3.0690794,0.44131622,1.8423017,52.40349662322538,2.0
179,33.8125,245.0625,13.37847,22.434374,33.3903,23.82031,0.3355035,0.14134611,0.31695026,0.3097877,0.2472665647732267,1.0
1883,40.5625,237.8125,9.97869,16.962543,27.70204,19.414469,4.4094067,1.963493,0.33607858,1.3457394,15.410546461050735,1.0
848,35.9375,242.4375,4.135424,13.275749,24.683655,14.840346,1.0318375,0.45119187,0.26299486,0.43750072,0.4398125852306139,1.0
1071,36.8125,241.5625,-6.724664,0.44276896,11.465253,2.9348664,5.8642845,2.1765141,0.473192,1.5961604,11.7042205497095,1.0
638,35.3125,241.6875,5.529287,12.175841,22.765436,14.544408,1.5452666,0.47456515,0.14630418,0.45979393,17.283754901849957,1.0
683,35.4375,242.1875,8.3252,16.535788,27.84034,18.451283,0.7379535,0.2229084,0.10631881,0.28463376,0.2665242318820066,1.0
1674,39.8125,236.6875,4.7518816,10.562187,19.327465,12.471989,9.082112,3.6022654,0.2985099,2.505669,37.43685923304774,1.0
1528,39.0625,236.8125,8.201298,13.525672,21.85115,15.779797,6.3634048,2.4379315,0.17763853,1.5236496,23.442152243327183,1.0
1263,37.6875,239.5625,9.12805,15.673357,24.997776,17.926178,2.791169,1.469606,0.084553555,0.93270576,10.812595743744302,1.0
546,35.0625,240.6875,10.164957,18.006193,27.843105,19.870872,0.9215085,0.4827097,0.03308363,0.37792465,0.8530027616738401,1.0
7,32.6875,243.6875,7.5036507,11.367394,20.017715,14.787962,2.102967,1.0971019,0.35660535,0.7959928,13.995257348400235,1.0
516,34.9375,242.9375,9.473205,17.858904,28.575977,19.282827,0.5416238,0.21955976,0.29863364,0.33755162,0.2180105666806801,1.0
2052,41.1875,238.3125,0.5003819,7.5354695,17.176924,9.117414,6.1377034,2.5269146,0.6444324,1.9594457,87.69126113360178,2.0
1144,37.1875,237.8125,8.356954,11.891481,16.881702,14.059485,6.822226,2.3023076,0.122599095,1.6630149,182.9580993388248,2.0
1024,36.5625,243.1875,10.922363,19.559525,30.928343,21.080944,0.33882412,0.19191821,0.12439936,0.2028208,0.2684804835150117,1.0
1635,39.5625,238.9375,5.810936,10.610752,20.546804,14.047319,10.899362,5.076521,0.4076383,3.1323059,118.43830983434134,2.0
1765,40.1875,236.1875,7.4540052,11.79061,18.520824,13.945565,10.062488,4.3183804,0.37977102,2.9891646,78.92781557090055,2.0
1815,40.3125,238.0625,7.860945,13.890806,24.210032,16.64906,4.4430447,2.4845166,0.37774667,1.6066707,19.492094420557688,1.0
1651,39.6875,237.1875,-0.08818853,6.173619,15.956899,8.530504,9.362391,3.3215609,0.50106424,2.1037583,55.32205780108795,2.0
1717,39.9375,238.4375,5.034892,10.811807,20.681072,13.61403,9.479346,4.3927526,0.45512226,2.9736376,96.57270194109762,2.0
1673,39.8125,236.5625,5.1565714,10.360918,18.263525,12.2975,10.334867,3.995858,0.3330801,2.7424371,42.58783711670822,2.0
2257,41.9375,239.9375,-0.6239329,7.3973527,17.746563,8.983662,1.6440656,1.1666274,0.6697704,0.7510551,7.634062204049731,1.0
1565,39.1875,239.3125,5.453511,10.21291,20.775972,14.014503,8.961768,4.356369,0.405826,2.6898236,95.99930958546526,2.0
818,35.8125,243.6875,9.906041,19.332714,31.060766,20.587679,0.33976182,0.1320477,0.2159964,0.2147302,0.1973947444080762,1.0
1253,37.5625,241.4375,1.3405193,8.621041,19.647282,10.780548,1.1000272,0.4609442,0.35967246,0.40831053,2.369437045449024,1.0
314,34.4375,241.6875,9.60038,14.16866,22.507101,17.328434,3.130909,1.1356806,0.066806205,0.82770556,16.566878389767727,1.0
1089,36.9375,240.1875,9.62352,16.959682,26.844252,19.182852,1.7377386,0.9335586,0.06873056,0.59039104,9.173672247016198,1.0
1098,36.9375,241.3125,-3.4381459,2.377324,13.221091,5.74798,5.4042535,2.7328825,0.5489646,2.0610206,35.8772927166219,1.0
357,34.5625,240.9375,5.3411713,8.676378,15.134958,11.765692,3.3854492,1.0933661,0.09736007,0.96706307,11.264043523603174,1.0
1631,39.5625,238.4375,9.224178,16.084894,25.591114,18.084518,5.21551,2.457806,0.199705,1.4213734,17.968145244935744,1.0
2001,41.0625,235.9375,7.747244,11.024653,16.361914,12.975191,9.578439,4.42136,0.46866518,3.1752539,72.92283847882683,2.0
511,34.9375,242.3125,8.946056,16.628881,27.66132,18.624653,0.69082946,0.22262439,0.09891625,0.26904488,0.2352331988772936,1.0
887,36.0625,242.8125,7.7539024,16.703995,28.128548,18.297483,0.68399936,0.36668256,0.26618487,0.35542595,0.2917835910919516,1.0
2080,41.3125,237.6875,2.2828975,8.703332,18.620916,10.641393,7.139204,3.1473567,0.50149065,2.0559936,71.54104798269212,2.0
578,35.0625,245.0625,10.117628,19.115992,30.700169,20.674038,0.49878427,0.24049252,0.4841803,0.41166908,0.300019333592361,1.0
1216,37.4375,240.4375,2.3902674,7.1123466,17.468325,10.663299,5.63872,2.8753004,0.26273397,1.6932989,113.5766682615045,2.0
1822,40.3125,238.9375,-0.2941027,6.8974094,17.07419,9.039404,5.7565584,2.4677682,0.47351226,1.3181236,58.46077252853336,2.0
116,33.4375,245.1875,13.479786,22.45808,33.31016,23.818867,0.33785146,0.12251556,0.29154772,0.30995396,0.2170700828501626,1.0
642,35.3125,242.1875,9.912634,17.863249,29.162193,19.884607,0.75902164,0.23869124,0.10049926,0.30970746,0.2755490069324612,1.0
248,34.1875,243.6875,9.788112,17.356136,27.76612,19.145761,0.5698255,0.1803936,0.19577833,0.38092983,0.2555448699991497,1.0
1224,37.4375,241.4375,4.4570274,11.855888,22.79082,13.834363,0.8052484,0.31719348,0.24312536,0.26277667,0.5100952000925164,1.0
837,35.9375,241.0625,10.084565,17.059486,26.410856,18.939468,1.6974351,0.9319357,0.054439686,0.5987816,3.734188898775412,1.0
392,34.5625,245.3125,11.982504,21.576809,33.260715,22.904198,0.50786346,0.21490589,0.3217041,0.41772446,0.2910564764739731,1.0
1964,40.8125,239.5625,-1.4050254,6.4712095,16.845291,8.029086,1.2824727,0.92611444,0.5299438,0.6659032,2.9466211221305105,1.0
194,33.9375,244.1875,11.380175,19.647924,30.387922,21.340338,0.35555258,0.13124627,0.34226257,0.35053715,0.264329999749827,1.0
814,35.8125,243.1875,9.133516,18.510939,30.082376,19.916164,0.6047943,0.21222444,0.19755052,0.27899143,0.2152223087549897,1.0
1419,38.4375,240.1875,-1.4782122,3.997074,14.663091,7.3273573,7.0341706,3.755299,0.66771466,2.7103736,73.24386544428411,2.0
527,34.9375,244.3125,12.246359,19.963425,31.250181,22.194384,0.5120941,0.21919398,0.24300517,0.30526,0.3230530097442742,1.0
1953,40.8125,238.1875,0.18315092,7.1295605,16.87664,8.935743,6.3899336,3.6555157,0.7358549,2.5492606,66.11034369011372,2.0
999,36.5625,238.8125,8.647256,12.97243,20.503767,15.92256,2.286156,1.0181079,0.04990504,0.5887778,16.52352632588911,1.0
6,32.6875,243.5625,8.464135,12.269389,20.876282,15.665647,2.4504414,1.3004805,0.3355251,0.87385356,17.880139919600843,1.0
1799,40.3125,236.0625,6.975995,10.465153,16.002539,12.589592,10.348715,4.302254,0.42060426,3.2778795,141.28548311293667,2.0
1240,37.5625,239.8125,8.279838,14.351405,24.1167,16.954208,3.504523,1.7520671,0.10206569,1.1489589,14.286770142647615,1.0
279,34.3125,242.6875,7.6641564,12.974253,22.71858,16.138346,2.585711,1.07305,0.108088724,0.93709296,11.267211372895316,1.0
1181,37.3125,239.8125,9.467726,16.502947,25.75623,18.500399,2.0546305,0.9898702,0.060341153,0.5414347,14.420029591394316,1.0
981,36.4375,241.6875,-6.392958,0.9575194,12.073664,3.4918373,3.3454165,1.6988568,0.16335866,0.91386867,17.321019915425154,1.0
2209,41.8125,237.3125,1.9423465,9.38352,19.746752,10.911097,3.0730724,1.1402471,0.507918,1.1484934,27.94604330705773,1.0
266,34.3125,240.8125,12.915713,15.333584,19.770353,17.944431,2.632629,0.9292704,0.039727107,0.7032462,6.834608081607772,1.0
163,33.8125,243.0625,10.676618,15.587636,24.546856,18.661564,2.0095434,0.9473508,0.15534803,0.74096286,3.6078789501085953,1.0
435,34.6875,244.6875,13.035364,21.338434,32.728065,23.259657,0.3735485,0.15212253,0.26680264,0.31567234,0.3118147025172411,1.0
2230,41.9375,235.9375,7.091047,9.694075,14.355977,11.69342,14.29847,6.500571,0.8113918,5.051354,86.42760043397786,2.0
559,35.0625,242.6875,10.388052,18.485016,29.387484,20.251974,0.45122424,0.21500556,0.1688285,0.28667426,0.2456999515592919,1.0
1292,37.8125,240.0625,4.792468,10.409499,20.787537,13.626427,6.7589335,3.0756786,0.14613348,1.7107567,64.78842349598682,1.0
1324,37.9375,240.6875,-6.8824143,0.58261955,11.101939,3.017537,4.8799376,2.2069874,0.99719113,2.0781727,31.206622030842663,1.0
829,35.9375,239.1875,9.698791,14.797199,22.788164,17.222261,2.081237,0.87682927,0.04171616,0.48768258,3.687201288459549,1.0
132,33.5625,244.6875,10.893261,19.303938,30.160921,21.121004,0.3823052,0.12408568,0.38690546,0.34482202,0.3090500188133659,1.0
1732,40.0625,236.1875,7.054421,11.854888,19.106926,13.917719,11.370889,4.721724,0.34805477,3.2078056,85.38860984249389,2.0
2065,41.1875,239.9375,-0.053085383,6.9841313,17.717148,9.264711,1.4686329,1.2242452,0.66925895,0.78758425,8.144239942922438,1.0
1788,40.1875,239.0625,0.3747862,7.6693544,17.838821,9.714863,5.6304502,2.7355196,0.4606013,1.6402867,79.89853805109168,2.0
1613,39.4375,239.3125,3.1178327,7.5927176,18.420422,11.852736,10.040199,4.7102404,0.57019126,3.002503,89.7554406247209,2.0
247,34.1875,243.5625,8.237692,15.191887,25.38907,17.30433,0.89368165,0.25786224,0.15030672,0.46011811,0.550046460882282,1.0
1182,37.3125,239.9375,9.016691,15.704012,25.380232,18.059622,2.4678533,1.2192924,0.055273253,0.7286638,13.16728343228322,1.0
1304,37.8125,241.5625,0.5109619,8.196488,19.33384,10.18058,0.9492584,0.6832977,0.4755663,0.45158657,3.58779212817163,1.0
2093,41.3125,239.3125,-0.16190521,7.1966863,17.586905,9.115028,2.207662,1.8134134,0.6958441,1.1386107,11.843051657476789,1.0
191,33.9375,243.8125,7.914401,15.599907,25.998404,17.413576,0.7403133,0.19503798,0.43173856,0.49870053,0.4735863907784048,1.0
845,35.9375,242.0625,4.559409,12.999238,24.172699,14.850195,0.9342031,0.3440673,0.27419782,0.3673965,1.796124499492476,1.0
302,34.3125,245.5625,10.9627285,20.503382,31.813412,21.911009,0.70977783,0.21350913,0.36228403,0.5748083,0.2906859150815469,1.0
694,35.4375,243.5625,7.448672,16.980837,28.439228,18.22887,0.616293,0.21026486,0.33289564,0.35475254,0.2262735585662239,1.0
366,34.5625,242.0625,8.802065,15.744619,26.265484,18.077034,0.9108257,0.27647638,0.0867594,0.35287252,0.281733612825406,1.0
949,36.3125,241.8125,-3.9601512,3.9221852,15.117607,6.1748505,2.8743908,1.2702664,0.25550914,0.8632595,28.585034204809894,1.0
1133,37.0625,241.5625,-8.098504,0.039746977,10.961464,1.6887637,3.9181173,2.039519,0.73518926,1.7084159,4.344125028247943,1.0
195,33.9375,244.3125,12.587942,20.93562,31.774204,22.693613,0.33772597,0.12302363,0.33226168,0.31326827,0.2940736257795215,1.0
1566,39.1875,239.4375,3.1420996,7.9539824,18.498798,11.772615,9.543048,4.4647713,0.48132634,2.7272973,70.15446621211574,1.0
350,34.5625,240.0625,10.499597,13.704132,19.536057,16.913263,4.293575,1.7747436,0.028000416,0.65756196,20.095850128522724,2.0
1341,38.0625,239.9375,2.943711,8.358147,19.05957,11.854505,6.6586413,3.21935,0.3108704,1.921246,112.02536040482453,2.0
892,36.0625,243.4375,5.591215,14.798378,26.371073,16.132025,0.47326088,0.25564834,0.1908508,0.30048683,0.4893724025559153,1.0
1973,40.9375,236.5625,2.4081037,8.80907,17.83532,10.502651,6.4577403,2.5293522,0.4159016,1.9669367,94.01069119050511,1.0
67,33.1875,243.5625,10.230303,16.440449,26.486874,19.230654,1.0596889,0.40801746,0.31851673,0.44107997,2.81729859392819,1.0
2085,41.3125,238.3125,0.67760724,7.5856853,17.483149,9.426844,4.806668,2.3286884,0.5974295,1.645972,77.71703020511336,2.0
154,33.6875,244.9375,14.170958,23.145164,34.06906,24.602823,0.33225685,0.10374981,0.25713676,0.28965628,0.2748504584055048,1.0
639,35.3125,241.8125,6.1879816,13.447645,24.41985,15.575992,1.2159669,0.27523553,0.123601265,0.31128728,3.2823634169666844,1.0
625,35.3125,239.5625,9.533801,11.6744,15.426974,14.4357,4.079451,1.5945134,0.054429267,1.1044155,20.50983936076177,1.0
817,35.8125,243.5625,9.730834,19.267622,30.881416,20.48208,0.33989206,0.16443391,0.22317585,0.23335713,0.2277006238129295,1.0
1432,38.5625,237.6875,8.504504,13.964651,22.097164,16.522394,5.693096,2.0987992,0.14303881,1.3547478,18.13020494598101,1.0
1256,37.5625,241.8125,-8.239306,-1.3535407,9.813886,1.1734582,1.0748806,0.87187445,0.7203101,0.5634508,8.591987079797105,1.0
574,35.0625,244.5625,7.438612,15.257349,26.647411,17.476936,0.8508827,0.4189545,0.70986944,0.6191734,1.1493225762912824,1.0
461,34.8125,241.8125,8.667625,16.08601,27.002089,18.221764,1.1826885,0.3894541,0.064554654,0.29981345,0.344711997889501,1.0
1768,40.1875,236.5625,3.1075304,8.642521,16.999144,10.640064,9.64747,4.251151,0.36189932,2.6054153,85.34152220056579,2.0
1770,40.1875,236.8125,1.6451873,7.8931346,17.210173,9.802912,11.793818,5.494063,0.3642062,2.9692478,99.78371000321206,2.0
438,34.6875,245.0625,11.825511,21.044683,32.658077,22.537584,0.473599,0.20682645,0.37944186,0.4715161,0.264616980364091,1.0
1055,36.8125,238.4375,9.949443,13.5206995,17.900652,15.876599,2.8207197,1.1294099,0.046055067,0.76484895,16.410268789811848,1.0
720,35.5625,241.4375,6.25545,12.324877,22.410246,14.990114,2.7597296,1.2275373,0.12177969,0.809621,16.317586510687065,1.0
364,34.5625,241.8125,7.18488,14.388826,24.974676,16.646217,1.7618192,0.57381344,0.069679156,0.5284356,2.2865317265539997,1.0
1201,37.3125,242.3125,0.629447,9.650359,21.07813,10.853174,0.5731822,0.46153697,0.48445562,0.35213214,1.9352053162547933,1.0
1241,37.5625,239.9375,7.7420835,13.4018135,23.585075,16.422384,4.034257,2.0598335,0.07776532,1.4271773,18.68157077226717,1.0
1349,38.0625,240.9375,-0.035733998,7.4213495,17.994026,9.817045,1.5222447,0.6107126,0.40235317,0.64361835,2.111238847543914,1.0
1705,39.9375,236.8125,2.5175347,8.42264,17.308674,10.343933,13.240983,5.1286697,0.39008167,3.3363972,55.65530131697417,2.0
1005,36.5625,240.8125,9.455851,16.513445,26.093182,18.676775,2.5420744,1.2833071,0.08095058,0.87054414,12.549144049699082,1.0
1077,36.8125,242.3125,7.5224175,16.383646,27.583363,17.74403,0.8556489,0.22190335,0.13896993,0.24967581,0.2677339302197147,1.0
340,34.4375,245.0625,12.765519,21.958216,33.396732,23.479351,0.43324924,0.17719305,0.30586654,0.40115866,0.3149154295634261,1.0
1344,38.0625,240.3125,-2.844904,3.2567778,13.605899,6.3665466,6.870915,3.3489304,0.75370634,2.8186224,28.42049250630672,1.0
1035,36.6875,240.9375,8.414793,13.059582,23.694832,16.958313,6.151848,3.089145,0.15767862,1.8007709,28.331547170745413,1.0
2068,41.3125,236.1875,4.9328833,9.019464,14.949218,10.891233,10.895569,5.383737,0.55335706,3.9882777,123.25724545725215,2.0
566,35.0625,243.5625,10.6052475,19.621452,30.812038,20.987738,0.33115354,0.16161895,0.23313235,0.3461877,0.2766166570250003,1.0
1804,40.3125,236.6875,1.2432959,7.576775,16.751255,9.405966,8.975952,4.454945,0.35969874,2.7899797,110.67188880128346,2.0
49,33.0625,243.4375,7.499327,11.75054,21.436438,15.330592,2.5679333,1.3483652,0.37814838,1.0519962,8.157039930661467,1.0
1935,40.8125,235.9375,9.062557,10.984674,14.70567,12.959511,8.235589,4.025402,0.39024547,2.7738452,117.33657302358183,2.0
985,36.4375,242.1875,5.0739875,13.648173,24.907345,15.420487,0.9941852,0.40566555,0.25090393,0.40440232,0.3527951064990199,1.0
1774,40.1875,237.3125,7.0924344,14.10626,24.509266,16.205671,4.5460196,1.7384605,0.35566047,1.1973114,11.474368820778558,1.0
1741,40.0625,237.3125,3.6612005,10.612542,20.555885,12.613405,5.326126,1.9707232,0.36655056,1.5205472,32.6933740247854,1.0
769,35.6875,242.5625,9.229466,18.822594,30.376759,20.26849,0.5408602,0.16892494,0.1719789,0.23480734,0.2251511827709648,1.0
475,34.8125,243.5625,10.264508,18.911793,29.91109,20.303894,0.40644735,0.16576743,0.2615151,0.3380219,0.2591419750096507,1.0
1679,39.8125,237.3125,3.3983328,10.230972,19.866663,12.380001,6.055181,3.1383958,0.345721,1.6216649,37.93048167062896,1.0
